year,qtr,company,region,type,employee,revenue,profit,ceo
2009,4,2,6,asc,306,458254,1497.562092,
2010,1,2,6,asc,353,508867,1441.549575,
2010,4,2,6,asc,255,362825,1422.843137,
2011,1,2,6,asc,240,335400,1397.5,
2011,2,2,6,asc,231,306625,1327.380952,
2012,1,2,6,asc,252,413665,1641.527778,
2012,2,2,6,asc,226,346765,1534.358407,
2012,3,2,6,asc,208,304395,1463.4375,
2012,4,2,6,asc,219,343420,1568.127854,
1997,1,3,11,asc,1001,757366,756.6093906,
1997,2,3,11,asc,165,125870,762.8484848,
1997,3,3,11,asc,1234,921651,746.8808752,
1997,4,3,11,asc,1250,964873,771.8984,
1998,1,3,11,asc,1339,1059503,791.2643764,
1998,2,3,11,asc,1436,1226546,854.1406685,
1998,3,3,11,asc,1283,1143387,891.182385,
1998,4,3,11,asc,1543,1389660,900.6221646,
1999,1,3,11,asc,1592,1410902,886.2449749,
1999,2,3,11,asc,1646,1446723,878.9325638,
1999,3,3,11,asc,1708,1551287,908.2476581,
1999,4,3,11,asc,1943,1824194,938.8543489,
2000,1,3,11,asc,1958,1845008,942.2921348,
1997,1,4,8,asc,1123,1501230,1336.803206,
1997,2,4,8,asc,1100,1191665,1083.331818,
1997,3,4,8,asc,1176,1093291,929.6692177,
1997,4,4,8,asc,1087,887766,816.7120515,
1998,1,4,8,asc,1202,947026,787.875208,
1998,2,4,8,asc,1161,941564,810.9939707,
1998,3,4,8,asc,1039,865485,832.9980751,
1998,4,4,8,asc,1088,877004,806.0698529,
1999,1,4,8,asc,1231,1450234,1178.094232,
1999,2,4,8,asc,1183,1135584,959.9188504,
1999,3,4,8,asc,1099,1075007,978.1683348,
1999,4,4,8,asc,1270,1249005,983.4685039,
2000,1,4,8,asc,1358,1612114,1187.123711,
2000,2,4,8,asc,1313,1532259,1166.990861,
2000,3,4,8,asc,1188,1438348,1210.73064,
2000,4,4,8,asc,1313,1605047,1222.427266,
2001,1,4,8,asc,1489,1803194,1211.010074,
2001,2,4,8,asc,1476,1899716,1287.070461,
2001,3,4,8,asc,1310,1722274,1314.712977,
2001,4,4,8,asc,1131,1489482,1316.960212,
2002,1,4,8,asc,1116,1520817,1362.739247,
2002,2,4,8,asc,1114,1533909,1376.938061,
2002,3,4,8,asc,1075,1482396,1378.973023,
2002,4,4,8,asc,1158,1589057,1372.24266,
2003,1,4,8,asc,959,1366964,1425.405631,
2003,2,4,8,asc,1086,1679054,1546.090239,
2003,3,4,8,asc,1043,1520385,1457.703739,
2003,4,4,8,asc,1048,1501957,1433.165076,
2004,1,4,8,asc,1027,1508438,1468.780915,
2004,2,4,8,asc,1020,1446062,1417.707843,
2004,3,4,8,asc,825,1186997,1438.784242,
2004,4,4,8,asc,870,2122244,2439.36092,
2005,1,4,8,asc,1344,4549713,3385.203125,
2005,2,4,8,asc,1506,5666069,3762.330013,
2005,3,4,8,asc,1412,5820093,4121.878895,
2005,4,4,8,asc,1397,6016546,4306.761632,
2006,1,4,8,asc,1421,6230708,4384.734694,
2006,2,4,8,asc,1335,6153477,4609.346067,
2006,3,4,8,asc,290,1266097,4365.851724,
2006,4,4,8,asc,1282,6054806,4722.937598,
2007,1,4,8,asc,1321,6364748,4818.12869,
2007,2,4,8,asc,1276,6380030,5000.023511,
2007,3,4,8,asc,1155,6065178,5251.236364,
2007,4,4,8,asc,1159,6005611,5181.71786,
2008,1,4,8,asc,1309,7299516,5576.406417,
2008,2,4,8,asc,1003,5704733,5687.66999,
2008,3,4,8,asc,1221,7477942,6124.440622,
2008,4,4,8,asc,1238,7948839,6420.710016,
2009,1,4,8,asc,1411,8231729,5833.968108,
2009,2,4,8,asc,1338,7916088,5916.358744,
2009,3,4,8,asc,1187,6950275,5855.328559,
2009,4,4,8,asc,1150,6730372,5852.497391,
2010,1,4,8,asc,1151,7172985,6231.959166,
2010,2,4,8,asc,1056,6086672,5763.893939,
1997,1,5,5,asc,4478,5276440,1178.302814,
1997,2,5,5,asc,3955,4586322,1159.626296,
1997,3,5,5,asc,3532,4084585,1156.451019,
1997,4,5,5,asc,4126,4808820,1165.492002,
1998,1,5,5,asc,4650,5433850,1168.569892,
1998,2,5,5,asc,3614,4264467,1179.985335,
1998,3,5,5,asc,3363,4119095,1224.827535,
1998,4,5,5,asc,4058,5091977,1254.799655,
1999,1,5,5,asc,5366,6735680,1255.251584,
1999,2,5,5,asc,4883,6101110,1249.459349,
1999,3,5,5,asc,3955,4948362,1251.166119,
1999,4,5,5,asc,4403,5547400,1259.913695,
2000,1,5,5,asc,5184,6522425,1258.183835,
2000,2,5,5,asc,4383,5546505,1265.45859,
2000,3,5,5,asc,4369,5541030,1268.260472,
2000,4,5,5,asc,4385,5634880,1285.035348,
2001,1,5,5,asc,5454,6958600,1275.87092,
2001,2,5,5,asc,5089,6359940,1249.742582,
2001,3,5,5,asc,4699,5908865,1257.472867,
2001,4,5,5,asc,5492,6881580,1253.018937,
2002,1,5,5,asc,6018,7632620,1268.298438,
2002,2,5,5,asc,5199,6751120,1298.542027,
2002,3,5,5,asc,4720,6010984,1273.513559,
2002,4,5,5,asc,4284,5462720,1275.144725,
2003,1,5,5,asc,4784,6042535,1263.071697,
2003,2,5,5,asc,3488,4364050,1251.161124,
2003,3,5,5,asc,3017,3775485,1251.403712,
2003,4,5,5,asc,3051,3815945,1250.719436,
2004,1,5,5,asc,3822,4448331,1163.875196,
2004,2,5,5,asc,3468,4010060,1156.303345,
2004,3,5,5,asc,3338,3880224,1162.439784,
2004,4,5,5,asc,3318,3831576,1154.78481,
2005,1,5,5,asc,4193,4847116,1156.001908,
2005,2,5,5,asc,3414,3933952,1152.299941,
2005,3,5,5,asc,3112,3660177,1176.149422,
2005,4,5,5,asc,3035,3615891,1191.397364,
2006,1,5,5,asc,3616,4398614,1216.430863,
2006,2,5,5,asc,3031,3679534,1213.967008,
2006,3,5,5,asc,2896,3482373,1202.476865,
2006,4,5,5,asc,2917,3559769,1220.35276,
2007,1,5,5,asc,3415,4193077,1227.840996,
2007,2,5,5,asc,3246,4025612,1240.176217,
2007,3,5,5,asc,2521,3148370,1248.857596,
2007,4,5,5,asc,2941,3659918,1244.446787,
2008,1,5,5,asc,3322,4100912,1234.470801,
2008,2,5,5,asc,3018,3833877,1270.336978,
2008,3,5,5,asc,2618,3277897,1252.061497,
2008,4,5,5,asc,2489,3064537,1231.232222,
2009,1,5,5,asc,3100,3701344,1193.981935,
2009,2,5,5,asc,2839,3473631,1223.540331,
2009,3,5,5,asc,2206,2678935,1214.385766,
2009,4,5,5,asc,2646,3266004,1234.31746,
2010,1,5,5,asc,3248,3898318,1200.221059,
2010,2,5,5,asc,2889,3504190,1212.942195,
2010,3,5,5,asc,2454,2947239,1200.993888,
2010,4,5,5,asc,2627,3233690,1230.944043,
2011,1,5,5,asc,2930,3655483,1247.605119,
2011,2,5,5,asc,2660,3358672,1262.658647,
2011,3,5,5,asc,2302,2905961,1262.363597,
2011,4,5,5,asc,2558,3269310,1278.072713,
2012,1,5,5,asc,3000,3959686,1319.895333,
2012,2,5,5,asc,2807,3634996,1294.975419,
2012,3,5,5,asc,2519,3311080,1314.442239,
2012,4,5,5,asc,2772,3587425,1294.164863,
1997,1,6,2,asc,536,375810,701.1380597,
1997,2,6,2,asc,485,329693,679.7793814,
1997,3,6,2,asc,520,357110,686.75,
1997,4,6,2,asc,550,389811,708.7472727,
1998,1,6,2,asc,556,374027,672.7104317,
1998,2,6,2,asc,596,391346,656.6208054,
1998,3,6,2,asc,542,356179,657.1568266,
1998,4,6,2,asc,573,393579,686.8743455,
1999,1,6,2,asc,687,469137,682.8777293,
1999,2,6,2,asc,651,463909,712.609831,
1999,3,6,2,asc,615,406616,661.1642276,
1999,4,6,2,asc,583,407497,698.9656947,
2000,1,6,2,asc,684,470287,687.5540936,
2000,2,6,2,asc,699,467425,668.7052933,
2000,3,6,2,asc,807,559070,692.7757125,
2000,4,6,2,asc,721,538584,746.9958391,
2001,1,6,2,asc,621,429254,691.2302738,
2001,2,6,2,asc,585,404246,691.0188034,
2001,3,6,2,asc,519,368348,709.7263969,
2001,4,6,2,asc,529,367892,695.4480151,
2002,1,6,2,asc,577,403268,698.9046794,
2002,2,6,2,asc,717,501073,698.846583,
2002,3,6,2,asc,657,484065,736.7808219,
2002,4,6,2,asc,572,397114,694.2552448,
2003,1,6,2,asc,574,401013,698.6289199,
2003,2,6,2,asc,628,453373,721.9315287,
2003,3,6,2,asc,842,626434,743.9833729,
2003,4,6,2,asc,780,573806,735.6487179,
2004,1,6,2,asc,757,538948,711.9524439,
2004,2,6,2,asc,708,496266,700.940678,
2004,3,6,2,asc,591,419418,709.6751269,
2004,4,6,2,asc,693,491742,709.5844156,
2005,1,6,2,asc,715,513762,718.5482517,
2005,2,6,2,asc,586,413611,705.8208191,
2005,3,6,2,asc,631,471665,747.4881141,
2005,4,6,2,asc,720,549446,763.1194444,
2006,1,6,2,asc,666,499500,750,
2006,2,6,2,asc,767,573043,747.1225554,
2006,3,6,2,asc,713,515062,722.3870968,
2006,4,6,2,asc,645,451616,700.179845,
2007,1,6,2,asc,683,474107,694.1537335,
2007,2,6,2,asc,774,546494,706.0645995,
2007,3,6,2,asc,691,491867,711.8191027,
2007,4,6,2,asc,662,464647,701.8836858,
2008,1,6,2,asc,716,466865,652.0460894,
2008,2,6,2,asc,599,395641,660.5025042,
2008,3,6,2,asc,649,431231,664.4545455,
2008,4,6,2,asc,581,389456,670.3201377,
2009,1,6,2,asc,695,439679,632.6316547,
2009,2,6,2,asc,660,431066,653.130303,
2009,3,6,2,asc,657,431931,657.4292237,
2009,4,6,2,asc,667,437642,656.1349325,
2010,1,6,2,asc,717,475226,662.7977685,
2010,2,6,2,asc,678,460436,679.1091445,
2010,3,6,2,asc,576,377281,655.0017361,
2010,4,6,2,asc,503,346345,688.5586481,
2011,1,6,2,asc,559,575690,1029.856887,
2011,2,6,2,asc,574,630165,1097.848432,
2011,3,6,2,asc,480,507515,1057.322917,
2011,4,6,2,asc,457,520940,1139.912473,
2012,1,6,2,asc,483,517301,1071.016563,
2012,2,6,2,asc,546,555640,1017.655678,
2012,3,6,2,asc,541,550434,1017.438078,
2012,4,6,2,asc,571,549061,961.5779335,
1997,1,7,8,asc,910,2672437,2936.743956,
1997,2,7,8,asc,957,2659074,2778.551724,
1997,3,7,8,asc,790,2393211,3029.381013,
1997,4,7,8,asc,812,2401966,2958.086207,
1998,1,7,8,asc,954,2732823,2864.59434,
1998,2,7,8,asc,911,3365413,3694.196487,
1998,3,7,8,asc,757,2819482,3724.546896,
1998,4,7,8,asc,881,2837441,3220.704881,
1999,1,7,8,asc,1012,3188357,3150.550395,
1999,2,7,8,asc,932,2686027,2882.003219,
1999,3,7,8,asc,819,2499087,3051.388278,
1999,4,7,8,asc,895,2851648,3186.198883,
2000,1,7,8,asc,964,3247285,3368.552905,
2000,2,7,8,asc,867,2796797,3225.832757,
2000,3,7,8,asc,932,3036484,3258.030043,
2000,4,7,8,asc,990,3234077,3266.744444,
2001,1,7,8,asc,1065,3581341,3362.761502,
2001,2,7,8,asc,938,3012386,3211.498934,
2001,3,7,8,asc,795,2565793,3227.412579,
2001,4,7,8,asc,973,3215484,3304.711202,
2002,1,7,8,asc,1037,3992668,3850.210222,
2002,2,7,8,asc,951,3531883,3713.86225,
2002,3,7,8,asc,934,3446045,3689.555675,
2002,4,7,8,asc,1123,4187876,3729.186109,
2003,1,7,8,asc,1244,4757822,3824.615756,
2003,2,7,8,asc,1243,4916209,3955.115849,
2003,3,7,8,asc,1130,4431050,3921.283186,
2003,4,7,8,asc,1133,4271755,3770.304501,
2004,1,7,8,asc,1301,5287941,4064.520369,
2004,2,7,8,asc,1172,5559771,4743.831911,
2004,3,7,8,asc,995,4634918,4658.209045,
2004,4,7,8,asc,1071,5307263,4955.427638,
2005,1,7,8,asc,1121,5064763,4518.075825,
2005,2,7,8,asc,923,3702359,4011.223185,
2005,3,7,8,asc,789,3260828,4132.86185,
2005,4,7,8,asc,744,3151005,4235.221774,
2006,1,7,8,asc,931,3900272,4189.336198,
2006,2,7,8,asc,906,3949773,4359.572848,
2006,3,7,8,asc,707,3209727,4539.925035,
2006,4,7,8,asc,810,3429084,4233.437037,
2007,1,7,8,asc,833,3660020,4393.781513,
2007,2,7,8,asc,732,3204292,4377.448087,
2007,3,7,8,asc,648,2855931,4407.300926,
2007,4,7,8,asc,566,2234786,3948.385159,
2008,1,7,8,asc,580,2288233,3945.22931,
2008,2,7,8,asc,355,1367475,3852.042254,
2008,3,7,8,asc,231,1483739,6423.112554,
2008,4,7,8,asc,611,3786067,6196.509002,
2009,1,7,8,asc,749,5036498,6724.296395,
2009,2,7,8,asc,543,4150044,7642.80663,
2009,3,7,8,asc,519,4302918,8290.786127,
2009,4,7,8,asc,543,4283282,7888.180479,
2010,1,7,8,asc,558,4783939,8573.367384,
2010,2,7,8,asc,519,4371679,8423.273603,
2010,3,7,8,asc,400,3318889,8297.2225,
2010,4,7,8,asc,448,3369752,7521.767857,
2011,1,7,8,asc,573,4916765,8580.74171,
2011,2,7,8,asc,553,4553272,8233.764919,
2011,3,7,8,asc,439,3825487,8714.093394,
2011,4,7,8,asc,532,4705324,8844.593985,
2012,1,7,8,asc,491,3988034,8122.268839,
2012,2,7,8,asc,543,4107772,7564.957643,
2012,3,7,8,asc,587,4623397,7876.315162,
2012,4,7,8,asc,657,4921544,7490.934551,
1997,1,8,7,asc,907,2133777,2352.565601,
1997,2,8,7,asc,758,670719,884.853562,
1997,1,9,10,asc,1365,2835926,2077.601465,
1997,2,9,10,asc,1277,2661905,2084.498825,
1997,3,9,10,asc,1207,2695351,2233.09942,
1997,4,9,10,asc,1301,2960564,2275.606457,
1998,1,9,10,asc,1441,3216725,2232.286607,
1998,2,9,10,asc,1383,3208652,2320.066522,
1998,3,9,10,asc,1267,3060012,2415.163378,
1998,4,9,10,asc,885,2153164,2432.953672,
1999,1,9,10,asc,1412,3170581,2245.453966,
1999,2,9,10,asc,1411,3349890,2374.124734,
1999,3,9,10,asc,1347,3225846,2394.837416,
1999,4,9,10,asc,1496,3366511,2250.341578,
2000,1,9,10,asc,1510,3297358,2183.680795,
2000,2,9,10,asc,1439,3058720,2125.587213,
2000,3,9,10,asc,1396,2987394,2139.967049,
2000,4,9,10,asc,1363,2799804,2054.148202,
2001,1,9,10,asc,1427,3013514,2111.782761,
2001,2,9,10,asc,1471,3292211,2238.076818,
2001,3,9,10,asc,1394,3613228,2591.985653,
2001,4,9,10,asc,1615,3886422,2406.453251,
2002,1,9,10,asc,1534,3811199,2484.484355,
2002,2,9,10,asc,1661,4044156,2434.771824,
2002,3,9,10,asc,1584,3927378,2479.405303,
2002,4,9,10,asc,1600,4358682,2724.17625,
2003,1,9,10,asc,1718,5051606,2940.399302,
2003,2,9,10,asc,1804,5409844,2998.804878,
2003,3,9,10,asc,1793,5230932,2917.418851,
2003,4,9,10,asc,1729,5558239,3214.713129,
2004,1,9,10,asc,1719,5626186,3272.941245,
2004,2,9,10,asc,1617,5570163,3444.751391,
2004,3,9,10,asc,1462,5101266,3489.23803,
2004,4,9,10,asc,1476,5187229,3514.382791,
2005,1,9,10,asc,1688,6072082,3597.204976,
2005,2,9,10,asc,1695,5995164,3536.969912,
2005,3,9,10,asc,1691,6531056,3862.244826,
2005,4,9,10,asc,1304,5301829,4065.819785,
2006,1,9,10,asc,1595,6562631,4114.502194,
2006,2,9,10,asc,1481,6411569,4329.21607,
2006,3,9,10,asc,1447,6618956,4574.26123,
2006,4,9,10,asc,1480,6812379,4602.958784,
2007,1,9,10,asc,1571,7313636,4655.401655,
2007,2,9,10,asc,1594,8259471,5181.600376,
2007,3,9,10,asc,1483,7730083,5212.46325,
2007,4,9,10,asc,1647,8581019,5210.090468,
2008,1,9,10,asc,1462,6881401,4706.840629,
2008,2,9,10,asc,1432,6388628,4461.332402,
2008,3,9,10,asc,1274,5548274,4355.00314,
2008,4,9,10,asc,1235,5474233,4432.577328,
2009,1,9,10,asc,1307,4041236,3091.993879,
2009,2,9,10,asc,1352,4484500,3316.93787,
2009,3,9,10,asc,1263,4555284,3606.71734,
2009,4,9,10,asc,1259,4682312,3719.07228,
2010,1,9,10,asc,1159,5027820,4338.067299,
2010,2,9,10,asc,1205,5724738,4750.819917,
2010,3,9,10,asc,1162,5432976,4675.538726,
2010,4,9,10,asc,1256,5528528,4401.694268,
2011,1,9,10,asc,1100,4998749,4544.317273,
2011,2,9,10,asc,1135,5821656,5129.212335,
2011,3,9,10,asc,1098,5155513,4695.367031,
2011,4,9,10,asc,971,4792752,4935.892894,
2012,1,9,10,asc,1018,4690703,4607.763261,
2012,2,9,10,asc,1121,5451685,4863.23372,
2012,3,9,10,asc,941,4427031,4704.60255,
2012,4,9,10,asc,1023,4930081,4819.238514,
1997,1,10,8,asc,459,338461,737.3877996,
1997,2,10,8,asc,479,371085,774.7077244,
1997,3,10,8,asc,423,357413,844.9479905,
1997,4,10,8,asc,435,357570,822,
1998,1,10,8,asc,383,260792,680.9190601,
1998,2,10,8,asc,434,357820,824.4700461,
1998,3,10,8,asc,335,275397,822.080597,
1998,4,10,8,asc,418,349106,835.1818182,
1999,1,10,8,asc,432,344658,797.8194444,
1999,2,10,8,asc,426,428686,1006.305164,
1999,3,10,8,asc,381,355171,932.2073491,
1999,4,10,8,asc,365,390611,1070.167123,
2000,1,10,8,asc,347,305242,879.6599424,
2000,2,10,8,asc,402,358708,892.3084577,
2000,3,10,8,asc,367,328535,895.1907357,
2000,4,10,8,asc,406,369207,909.3768473,
2001,1,10,8,asc,418,385295,921.7583732,
2001,2,10,8,asc,378,342449,905.9497354,
2001,3,10,8,asc,319,308014,965.5611285,
2001,4,10,8,asc,382,361215,945.5890052,
2002,1,10,8,asc,338,318494,942.2899408,
2002,2,10,8,asc,348,323611,929.9166667,
2002,3,10,8,asc,341,315213,924.3782991,
2002,4,10,8,asc,299,294301,984.2842809,
2003,1,10,8,asc,319,309136,969.0783699,
2003,2,10,8,asc,391,444436,1136.664962,
2003,3,10,8,asc,352,379434,1077.9375,
2003,4,10,8,asc,333,350997,1054.045045,
2004,1,10,8,asc,412,476743,1157.143204,
2004,2,10,8,asc,295,341354,1157.132203,
2004,3,10,8,asc,332,401394,1209.018072,
2004,4,10,8,asc,343,406112,1184,
2005,1,10,8,asc,369,472906,1281.588076,
2005,2,10,8,asc,338,385153,1139.505917,
2005,3,10,8,asc,336,415814,1237.541667,
2005,4,10,8,asc,362,402000,1110.497238,
2006,1,10,8,asc,244,304599,1248.356557,
2006,2,10,8,asc,322,344712,1070.534161,
2006,3,10,8,asc,300,353716,1179.053333,
2006,4,10,8,asc,257,278064,1081.961089,
2007,1,10,8,asc,334,351243,1051.625749,
2007,2,10,8,asc,359,416258,1159.493036,
2007,3,10,8,asc,331,375475,1134.365559,
2007,4,10,8,asc,270,305503,1131.492593,
2008,1,10,8,asc,306,306671,1002.19281,
2008,2,10,8,asc,257,307188,1195.284047,
2008,3,10,8,asc,73,80602,1104.136986,
2008,4,10,8,asc,311,1615561,5194.729904,
2009,1,10,8,asc,279,413643,1482.591398,
2009,2,10,8,asc,268,307407,1147.041045,
2009,3,10,8,asc,219,266982,1219.09589,
2009,4,10,8,asc,226,250517,1108.482301,
2010,1,10,8,asc,284,340137,1197.665493,
2010,2,10,8,asc,234,308457,1318.192308,
2010,3,10,8,asc,267,329293,1233.307116,
2010,4,10,8,asc,213,236177,1108.812207,
2011,1,10,8,asc,397,426161,1073.453401,
2011,2,10,8,asc,499,441937,885.6452906,
2011,3,10,8,asc,408,394711,967.4289216,
2011,4,10,8,asc,485,520724,1073.657732,
2012,1,10,8,asc,508,523405,1030.324803,
2012,2,10,8,asc,382,413339,1082.039267,
2012,3,10,8,asc,329,378961,1151.857143,
2012,4,10,8,asc,310,384903,1241.622581,
1997,1,12,6,asc,524,458313,874.6431298,
1997,2,12,6,asc,586,512258,874.1604096,
1997,3,12,6,asc,555,515058,928.0324324,
1997,4,12,6,asc,567,495295,873.5361552,
1998,1,12,6,asc,525,446507,850.4895238,
1998,2,12,6,asc,542,461658,851.7675277,
1998,3,12,6,asc,583,535686,918.8439108,
1998,4,12,6,asc,630,529417,840.3444444,
1999,1,12,6,asc,642,584831,910.9517134,
1999,2,12,6,asc,578,553101,956.9221453,
1999,3,12,6,asc,700,654502,935.0028571,
1999,4,12,6,asc,689,611976,888.2089985,
2000,1,12,6,asc,755,2886893,3823.699338,
2000,2,12,6,asc,724,2701365,3731.167127,
2000,3,12,6,asc,765,2888574,3775.913725,
2000,4,12,6,asc,727,2733960,3760.605227,
2001,1,12,6,asc,799,3051005,3818.529412,
2001,2,12,6,asc,893,3334202,3733.708847,
2001,3,12,6,asc,859,3435702,3999.653085,
2001,4,12,6,asc,904,3542300,3918.473451,
2002,1,12,6,asc,897,3582465,3993.829431,
2002,2,12,6,asc,1072,4243628,3958.608209,
2002,3,12,6,asc,876,3539756,4040.817352,
2002,4,12,6,asc,887,3663748,4130.493799,
2003,1,12,6,asc,998,4077884,4086.056112,
2003,2,12,6,asc,982,4029096,4102.949084,
2003,3,12,6,asc,1013,4146806,4093.589339,
2003,4,12,6,asc,1003,4282624,4269.814556,
2004,1,12,6,asc,1033,4287924,4150.942885,
2004,2,12,6,asc,1010,4298397,4255.838614,
2004,3,12,6,asc,872,3718346,4264.158257,
2004,4,12,6,asc,1008,4405062,4370.10119,
2005,1,12,6,asc,1012,4622169,4567.360672,
2005,2,12,6,asc,1010,4686712,4640.308911,
2005,3,12,6,asc,866,3818668,4409.547344,
2005,4,12,6,asc,928,4671827,5034.296336,
2006,1,12,6,asc,1026,5208097,5076.117934,
2006,2,12,6,asc,1117,5448137,4877.472695,
2006,3,12,6,asc,1052,5023565,4775.251901,
2006,4,12,6,asc,1130,5495787,4863.528319,
2007,1,12,6,asc,1187,5708465,4809.153328,
2007,2,12,6,asc,1224,5889058,4811.321895,
2007,3,12,6,asc,1197,5894984,4924.798663,
2007,4,12,6,asc,1224,6656344,5438.189542,
2008,1,12,6,asc,1225,6455979,5270.186939,
2008,2,12,6,asc,1274,6758657,5305.068289,
2008,3,12,6,asc,1199,6396327,5334.718098,
2008,4,12,6,asc,1248,6719710,5384.383013,
2009,1,12,6,asc,1196,6364425,5321.425585,
2009,2,12,6,asc,1222,6468396,5293.286416,
2009,3,12,6,asc,1175,5975442,5085.482553,
2009,4,12,6,asc,1166,6401548,5490.178388,
2010,1,12,6,asc,1009,5649548,5599.1556,
2010,2,12,6,asc,1057,5832302,5517.788079,
2010,3,12,6,asc,1015,5665070,5581.349754,
2010,4,12,6,asc,871,4946115,5678.662457,
2011,1,12,6,asc,1038,5773575,5562.210983,
2011,2,12,6,asc,968,5412945,5591.885331,
2011,3,12,6,asc,909,5049240,5554.719472,
2011,4,12,6,asc,1066,6049315,5674.77955,
2012,1,12,6,asc,1013,5739203,5665.550839,
2012,2,12,6,asc,1065,6106604,5733.900469,
2012,3,12,6,asc,989,5583115,5645.212336,
2012,4,12,6,asc,1054,6018377,5710.035104,
